x,y,area_px,cell_type
599,1176,,ST
687,1176,,ST
775,1176,,ST
863,1176,,ST
951,1176,,ST
1039,1176,,ST
1128,1176,,ST
1255,1176,,ST
1343,1176,,ST
1432,1176,,ST
1520,1176,,ST
1608,1176,,ST
1696,1176,,ST
559,1180,,ST
647,1180,,ST
815,1180,,ST
903,1180,,ST
991,1180,,ST
1079,1180,,ST
1167,1180,,ST
1291,1180,,ST
1379,1180,,ST
1467,1180,,ST
1555,1180,,ST
1643,1180,,ST
1731,1180,,ST
594,1185,,ST
801,1185,,ST
890,1185,,ST
978,1185,,ST
1066,1185,,ST
1154,1185,,ST
1264,1185,,ST
1352,1185,,ST
1440,1185,,ST
1528,1185,,ST
1617,1185,,ST
1705,1185,,ST
572,1189,,ST
660,1189,,ST
868,1189,,ST
956,1189,,ST
1044,1189,,ST
1132,1189,,ST
1224,1189,,ST
1313,1189,,ST
1401,1189,,ST
1489,1189,,ST
1577,1189,,ST
1665,1189,,ST
489,1194,,ST
621,1194,,ST
832,1194,,ST
920,1194,,ST
1009,1194,,ST
1097,1194,,ST
1216,1194,,ST
1304,1194,,ST
1392,1194,,ST
1480,1194,,ST
1568,1194,,ST
1656,1194,,ST
484,1198,,ST
612,1198,,ST
890,1198,,ST
978,1198,,ST
1066,1198,,ST
1154,1198,,ST
1286,1198,,ST
1374,1198,,ST
1462,1198,,ST
1551,1198,,ST
1639,1198,,ST
1727,1198,,ST
590,1202,,ST
872,1202,,ST
960,1202,,ST
1048,1202,,ST
1136,1202,,ST
1273,1202,,ST
1361,1202,,ST
1449,1202,,ST
1537,1202,,ST
1625,1202,,ST
1714,1202,,ST
586,1207,,ST
674,1207,,ST
973,1207,,ST
1061,1207,,ST
1150,1207,,ST
1286,1207,,ST
1374,1207,,ST
1462,1207,,ST
1551,1207,,ST
1639,1207,,ST
1727,1207,,ST
594,1211,,ST
898,1211,,ST
987,1211,,ST
1075,1211,,ST
1211,1211,,ST
1299,1211,,ST
1387,1211,,ST
1476,1211,,ST
1564,1211,,ST
1652,1211,,ST
1740,1211,,ST
599,1216,,ST
907,1216,,ST
995,1216,,ST
1083,1216,,ST
1220,1216,,ST
1308,1216,,ST
1396,1216,,ST
1484,1216,,ST
1573,1216,,ST
1661,1216,,ST
524,1220,,ST
612,1220,,ST
920,1220,,ST
1009,1220,,ST
1097,1220,,ST
1260,1220,,ST
1348,1220,,ST
1436,1220,,ST
1524,1220,,ST
1612,1220,,ST
1700,1220,,ST
564,1224,,ST
652,1224,,ST
964,1224,,ST
1053,1224,,ST
1141,1224,,ST
1299,1224,,ST
1387,1224,,ST
1476,1224,,ST
1564,1224,,ST
1652,1224,,ST
1740,1224,,ST
603,1229,,ST
916,1229,,ST
1048,1229,,ST
1136,1229,,ST
1282,1229,,ST
1370,1229,,ST
1458,1229,,ST
1546,1229,,ST
1634,1229,,ST
1722,1229,,ST
590,1233,,ST
912,1233,,ST
1044,1233,,ST
1132,1233,,ST
1264,1233,,ST
1352,1233,,ST
1440,1233,,ST
1528,1233,,ST
1617,1233,,ST
1705,1233,,ST
590,1238,,ST
916,1238,,ST
1048,1238,,ST
1136,1238,,ST
1264,1238,,ST
1352,1238,,ST
1440,1238,,ST
1528,1238,,ST
1617,1238,,ST
1705,1238,,ST
586,1242,,ST
674,1242,,ST
1053,1242,,ST
1141,1242,,ST
1269,1242,,ST
1357,1242,,ST
1445,1242,,ST
1533,1242,,ST
1621,1242,,ST
1709,1242,,ST
581,1246,,ST
669,1246,,ST
1128,1246,,ST
1216,1246,,ST
1339,1246,,ST
1427,1246,,ST
1515,1246,,ST
1603,1246,,ST
1692,1246,,ST
1929,1246,,ST
630,1251,,ST
1088,1251,,ST
1176,1251,,ST
1286,1251,,ST
1374,1251,,ST
1462,1251,,ST
1551,1251,,ST
1639,1251,,ST
1846,1251,,ST
555,1255,,ST
643,1255,,ST
1097,1255,,ST
1185,1255,,ST
1282,1255,,ST
1370,1255,,ST
1458,1255,,ST
1577,1255,,ST
1665,1255,,ST
1894,1255,,ST
621,1260,,ST
1070,1260,,ST
1158,1260,,ST
1246,1260,,ST
1335,1260,,ST
1423,1260,,ST
1555,1260,,ST
1643,1260,,ST
572,1264,,ST
660,1264,,ST
1110,1264,,ST
1198,1264,,ST
1286,1264,,ST
1374,1264,,ST
1506,1264,,ST
1595,1264,,ST
568,1269,,ST
656,1269,,ST
1079,1269,,ST
1167,1269,,ST
1255,1269,,ST
1343,1269,,ST
1432,1269,,ST
1564,1269,,ST
1872,1269,,ST
656,1273,,ST
964,1273,,ST
1150,1273,,ST
1238,1273,,ST
1326,1273,,ST
1414,1273,,ST
1546,1273,,ST
396,1277,,ST
665,1277,,ST
951,1277,,ST
1136,1277,,ST
1224,1277,,ST
1313,1277,,ST
1401,1277,,ST
1533,1277,,ST
1863,1277,,ST
660,1282,,ST
749,1282,,ST
1110,1282,,ST
1198,1282,,ST
1286,1282,,ST
1374,1282,,ST
1462,1282,,ST
1590,1282,,ST
643,1286,,ST
731,1286,,ST
1088,1286,,ST
1176,1286,,ST
1264,1286,,ST
1352,1286,,ST
1440,1286,,ST
1559,1286,,ST
612,1291,,ST
700,1291,,ST
960,1291,,ST
1145,1291,,ST
1233,1291,,ST
1321,1291,,ST
1410,1291,,ST
1515,1291,,ST
1603,1291,,ST
665,1295,,ST
753,1295,,ST
1110,1295,,ST
1198,1295,,ST
1286,1295,,ST
1374,1295,,ST
1462,1295,,ST
1555,1295,,ST
643,1299,,ST
731,1299,,ST
1075,1299,,ST
1163,1299,,ST
1251,1299,,ST
1339,1299,,ST
1427,1299,,ST
1515,1299,,ST
638,1304,,ST
727,1304,,ST
1066,1304,,ST
1154,1304,,ST
1242,1304,,ST
1330,1304,,ST
1418,1304,,ST
1506,1304,,ST
634,1308,,ST
722,1308,,ST
810,1308,,ST
1141,1308,,ST
1229,1308,,ST
1317,1308,,ST
1405,1308,,ST
1493,1308,,ST
634,1313,,ST
722,1313,,ST
810,1313,,ST
1141,1313,,ST
1229,1313,,ST
1317,1313,,ST
1436,1313,,ST
1524,1313,,ST
674,1317,,ST
762,1317,,ST
1083,1317,,ST
1172,1317,,ST
1260,1317,,ST
1348,1317,,ST
1471,1317,,ST
1559,1317,,ST
718,1321,,ST
806,1321,,ST
1123,1321,,ST
1211,1321,,ST
1299,1321,,ST
1427,1321,,ST
1515,1321,,ST
687,1326,,ST
775,1326,,ST
1066,1326,,ST
1242,1326,,ST
1330,1326,,ST
1458,1326,,ST
1546,1326,,ST
718,1330,,ST
806,1330,,ST
1066,1330,,ST
1260,1330,,ST
1348,1330,,ST
1476,1330,,ST
656,1335,,ST
744,1335,,ST
832,1335,,ST
973,1335,,ST
1242,1335,,ST
1330,1335,,ST
1458,1335,,ST
1546,1335,,ST
727,1339,,ST
815,1339,,ST
903,1339,,ST
995,1339,,ST
1238,1339,,ST
1326,1339,,ST
1454,1339,,ST
1542,1339,,ST
731,1343,,ST
819,1343,,ST
907,1343,,ST
995,1343,,ST
1097,1343,,ST
1304,1343,,ST
1432,1343,,ST
1520,1343,,ST
709,1348,,ST
797,1348,,ST
885,1348,,ST
973,1348,,ST
1061,1348,,ST
1269,1348,,ST
1357,1348,,ST
1476,1348,,ST
691,1352,,ST
779,1352,,ST
868,1352,,ST
956,1352,,ST
1044,1352,,ST
1255,1352,,ST
1343,1352,,ST
1449,1352,,ST
700,1357,,ST
788,1357,,ST
876,1357,,ST
964,1357,,ST
1053,1357,,ST
1264,1357,,ST
1352,1357,,ST
1445,1357,,ST
735,1361,,ST
823,1361,,ST
912,1361,,ST
1000,1361,,ST
1088,1361,,ST
1299,1361,,ST
1387,1361,,ST
718,1365,,ST
806,1365,,ST
894,1365,,ST
1013,1365,,ST
1101,1365,,ST
1313,1365,,ST
1401,1365,,ST
771,1370,,ST
859,1370,,ST
995,1370,,ST
1083,1370,,ST
1295,1370,,ST
1383,1370,,ST
775,1374,,ST
863,1374,,ST
1004,1374,,ST
1092,1374,,ST
1304,1374,,ST
1392,1374,,ST
806,1379,,ST
894,1379,,ST
1035,1379,,ST
1242,1379,,ST
1330,1379,,ST
753,1383,,ST
841,1383,,ST
929,1383,,ST
1070,1383,,ST
1277,1383,,ST
1365,1383,,ST
801,1387,,ST
890,1387,,ST
1031,1387,,ST
1119,1387,,ST
1321,1387,,ST
784,1392,,ST
872,1392,,ST
1009,1392,,ST
1097,1392,,ST
1299,1392,,ST
775,1396,,ST
863,1396,,ST
987,1396,,ST
1075,1396,,ST
1260,1396,,ST
1348,1396,,ST
832,1401,,ST
920,1401,,ST
1031,1401,,ST
1119,1401,,ST
1291,1401,,ST
775,1405,,ST
863,1405,,ST
951,1405,,ST
1048,1405,,ST
1136,1405,,ST
1304,1405,,ST
797,1410,,ST
885,1410,,ST
973,1410,,ST
1061,1410,,ST
1150,1410,,ST
1291,1410,,ST
784,1414,,ST
872,1414,,ST
960,1414,,ST
1048,1414,,ST
1136,1414,,ST
1238,1414,,ST
1326,1414,,ST
823,1418,,ST
912,1418,,ST
1000,1418,,ST
1088,1418,,ST
1176,1418,,ST
1264,1418,,ST
1352,1418,,ST
850,1423,,ST
938,1423,,ST
1026,1423,,ST
1114,1423,,ST
1202,1423,,ST
1291,1423,,ST
784,1427,,ST
872,1427,,ST
960,1427,,ST
1048,1427,,ST
1136,1427,,ST
1224,1427,,ST
1313,1427,,ST
797,1432,,ST
885,1432,,ST
973,1432,,ST
1061,1432,,ST
1150,1432,,ST
1238,1432,,ST
1326,1432,,ST
