x,y,area_px,cell_type
1414,674,,ST
1502,674,,ST
1634,674,,ST
1722,674,,ST
1810,674,,ST
1899,674,,ST
61,678,,ST
449,678,,ST
537,678,,ST
995,678,,ST
1436,678,,ST
1568,678,,ST
1656,678,,ST
1744,678,,ST
1833,678,,ST
1921,678,,ST
374,682,,ST
462,682,,ST
550,682,,ST
1158,682,,ST
1449,682,,ST
1581,682,,ST
1669,682,,ST
1758,682,,ST
1846,682,,ST
8,687,,ST
387,687,,ST
475,687,,ST
929,687,,ST
1172,687,,ST
1462,687,,ST
1595,687,,ST
1683,687,,ST
1771,687,,ST
1859,687,,ST
22,691,,ST
396,691,,ST
484,691,,ST
925,691,,ST
1172,691,,ST
1458,691,,ST
1581,691,,ST
1669,691,,ST
1758,691,,ST
1846,691,,ST
8,696,,ST
378,696,,ST
467,696,,ST
555,696,,ST
995,696,,ST
1445,696,,ST
1555,696,,ST
1643,696,,ST
1731,696,,ST
1819,696,,ST
1907,696,,ST
356,700,,ST
445,700,,ST
533,700,,ST
1176,700,,ST
1458,700,,ST
1551,700,,ST
1639,700,,ST
1727,700,,ST
1815,700,,ST
1903,700,,ST
348,705,,ST
436,705,,ST
524,705,,ST
1176,705,,ST
1454,705,,ST
1542,705,,ST
1630,705,,ST
1718,705,,ST
1806,705,,ST
1894,705,,ST
321,709,,ST
414,709,,ST
502,709,,ST
987,709,,ST
1423,709,,ST
1511,709,,ST
1599,709,,ST
1687,709,,ST
1775,709,,ST
1863,709,,ST
304,713,,ST
392,713,,ST
480,713,,ST
960,713,,ST
1387,713,,ST
1476,713,,ST
1564,713,,ST
1652,713,,ST
1740,713,,ST
1828,713,,ST
1916,713,,ST
356,718,,ST
445,718,,ST
533,718,,ST
1172,718,,ST
1418,718,,ST
1506,718,,ST
1595,718,,ST
1683,718,,ST
1771,718,,ST
1859,718,,ST
308,722,,ST
396,722,,ST
484,722,,ST
647,722,,ST
1352,722,,ST
1440,722,,ST
1528,722,,ST
1617,722,,ST
1705,722,,ST
1793,722,,ST
1881,722,,ST
339,727,,ST
427,727,,ST
515,727,,ST
960,727,,ST
1374,727,,ST
1462,727,,ST
1551,727,,ST
1639,727,,ST
1727,727,,ST
1815,727,,ST
1903,727,,ST
365,731,,ST
453,731,,ST
541,731,,ST
956,731,,ST
1357,731,,ST
1445,731,,ST
1533,731,,ST
1621,731,,ST
1709,731,,ST
1797,731,,ST
1885,731,,ST
343,735,,ST
431,735,,ST
519,735,,ST
625,735,,ST
982,735,,ST
1361,735,,ST
1449,735,,ST
1537,735,,ST
1625,735,,ST
1714,735,,ST
1802,735,,ST
1890,735,,ST
348,740,,ST
436,740,,ST
524,740,,ST
612,740,,ST
951,740,,ST
1313,740,,ST
1401,740,,ST
1489,740,,ST
1577,740,,ST
1665,740,,ST
1753,740,,ST
1841,740,,ST
299,744,,ST
387,744,,ST
475,744,,ST
564,744,,ST
652,744,,ST
960,744,,ST
1317,744,,ST
1405,744,,ST
1493,744,,ST
1581,744,,ST
1669,744,,ST
1758,744,,ST
1846,744,,ST
312,749,,ST
400,749,,ST
489,749,,ST
577,749,,ST
700,749,,ST
969,749,,ST
1317,749,,ST
1405,749,,ST
1493,749,,ST
1581,749,,ST
1669,749,,ST
1758,749,,ST
1846,749,,ST
312,753,,ST
400,753,,ST
489,753,,ST
577,753,,ST
713,753,,ST
942,753,,ST
1273,753,,ST
1361,753,,ST
1449,753,,ST
1537,753,,ST
1625,753,,ST
1714,753,,ST
1802,753,,ST
1890,753,,ST
361,757,,ST
449,757,,ST
537,757,,ST
625,757,,ST
766,757,,ST
991,757,,ST
1304,757,,ST
1392,757,,ST
1480,757,,ST
1568,757,,ST
1656,757,,ST
1744,757,,ST
1833,757,,ST
304,762,,ST
392,762,,ST
480,762,,ST
568,762,,ST
709,762,,ST
929,762,,ST
1163,762,,ST
1286,762,,ST
1374,762,,ST
1462,762,,ST
1551,762,,ST
1639,762,,ST
1727,762,,ST
1815,762,,ST
1903,762,,ST
374,766,,ST
462,766,,ST
550,766,,ST
691,766,,ST
907,766,,ST
995,766,,ST
1216,766,,ST
1313,766,,ST
1401,766,,ST
1489,766,,ST
1577,766,,ST
1665,766,,ST
1753,766,,ST
1841,766,,ST
312,771,,ST
400,771,,ST
489,771,,ST
577,771,,ST
713,771,,ST
925,771,,ST
1013,771,,ST
1194,771,,ST
1282,771,,ST
1370,771,,ST
1458,771,,ST
1546,771,,ST
1634,771,,ST
1722,771,,ST
1810,771,,ST
1899,771,,ST
400,775,,ST
489,775,,ST
577,775,,ST
713,775,,ST
912,775,,ST
1000,775,,ST
1128,775,,ST
1220,775,,ST
1308,775,,ST
1396,775,,ST
1484,775,,ST
1573,775,,ST
1661,775,,ST
1749,775,,ST
1837,775,,ST
308,779,,ST
436,779,,ST
524,779,,ST
612,779,,ST
744,779,,ST
912,779,,ST
1000,779,,ST
1132,779,,ST
1220,779,,ST
1308,779,,ST
1396,779,,ST
1484,779,,ST
1573,779,,ST
1661,779,,ST
1749,779,,ST
1837,779,,ST
405,784,,ST
493,784,,ST
581,784,,ST
700,784,,ST
828,784,,ST
929,784,,ST
1017,784,,ST
1154,784,,ST
1242,784,,ST
1330,784,,ST
1418,784,,ST
1506,784,,ST
1595,784,,ST
1683,784,,ST
1771,784,,ST
304,788,,ST
431,788,,ST
519,788,,ST
608,788,,ST
709,788,,ST
823,788,,ST
912,788,,ST
1000,788,,ST
1141,788,,ST
1229,788,,ST
1317,788,,ST
1405,788,,ST
1493,788,,ST
1581,788,,ST
1669,788,,ST
1758,788,,ST
295,793,,ST
423,793,,ST
511,793,,ST
599,793,,ST
687,793,,ST
775,793,,ST
876,793,,ST
964,793,,ST
1105,793,,ST
1194,793,,ST
1282,793,,ST
1370,793,,ST
1458,793,,ST
1546,793,,ST
1634,793,,ST
1722,793,,ST
1810,793,,ST
387,797,,ST
475,797,,ST
564,797,,ST
652,797,,ST
740,797,,ST
828,797,,ST
916,797,,ST
1004,797,,ST
1242,797,,ST
1330,797,,ST
1418,797,,ST
1506,797,,ST
1595,797,,ST
1683,797,,ST
1771,797,,ST
308,801,,ST
431,801,,ST
519,801,,ST
608,801,,ST
696,801,,ST
784,801,,ST
872,801,,ST
960,801,,ST
1216,801,,ST
1304,801,,ST
1392,801,,ST
1480,801,,ST
1568,801,,ST
1656,801,,ST
1744,801,,ST
1833,801,,ST
396,806,,ST
484,806,,ST
572,806,,ST
660,806,,ST
749,806,,ST
837,806,,ST
925,806,,ST
1013,806,,ST
1273,806,,ST
1361,806,,ST
1449,806,,ST
1537,806,,ST
1625,806,,ST
1714,806,,ST
1802,806,,ST
343,810,,ST
440,810,,ST
528,810,,ST
616,810,,ST
705,810,,ST
793,810,,ST
881,810,,ST
969,810,,ST
1229,810,,ST
1317,810,,ST
1405,810,,ST
1493,810,,ST
1581,810,,ST
1669,810,,ST
1758,810,,ST
304,815,,ST
392,815,,ST
480,815,,ST
568,815,,ST
656,815,,ST
744,815,,ST
832,815,,ST
920,815,,ST
1009,815,,ST
1264,815,,ST
1352,815,,ST
1440,815,,ST
1573,815,,ST
1661,815,,ST
1749,815,,ST
1837,815,,ST
387,819,,ST
475,819,,ST
564,819,,ST
652,819,,ST
740,819,,ST
828,819,,ST
916,819,,ST
1004,819,,ST
1242,819,,ST
1330,819,,ST
1418,819,,ST
1551,819,,ST
1639,819,,ST
1727,819,,ST
1815,819,,ST
370,823,,ST
458,823,,ST
546,823,,ST
634,823,,ST
722,823,,ST
810,823,,ST
898,823,,ST
987,823,,ST
1220,823,,ST
1308,823,,ST
1396,823,,ST
1528,823,,ST
1617,823,,ST
1705,823,,ST
1793,823,,ST
352,828,,ST
440,828,,ST
528,828,,ST
616,828,,ST
705,828,,ST
793,828,,ST
881,828,,ST
969,828,,ST
1057,828,,ST
1295,828,,ST
1383,828,,ST
1515,828,,ST
1603,828,,ST
1692,828,,ST
1780,828,,ST
339,832,,ST
427,832,,ST
515,832,,ST
603,832,,ST
691,832,,ST
779,832,,ST
868,832,,ST
956,832,,ST
1044,832,,ST
1277,832,,ST
1365,832,,ST
1498,832,,ST
1586,832,,ST
1674,832,,ST
1797,832,,ST
361,837,,ST
449,837,,ST
537,837,,ST
625,837,,ST
713,837,,ST
801,837,,ST
890,837,,ST
978,837,,ST
1066,837,,ST
1291,837,,ST
1379,837,,ST
1511,837,,ST
1599,837,,ST
1687,837,,ST
1810,837,,ST
374,841,,ST
462,841,,ST
550,841,,ST
638,841,,ST
727,841,,ST
815,841,,ST
903,841,,ST
991,841,,ST
1079,841,,ST
1291,841,,ST
1379,841,,ST
1537,841,,ST
1625,841,,ST
1753,841,,ST
321,846,,ST
409,846,,ST
497,846,,ST
586,846,,ST
674,846,,ST
762,846,,ST
850,846,,ST
938,846,,ST
1026,846,,ST
1238,846,,ST
1326,846,,ST
1476,846,,ST
1564,846,,ST
1652,846,,ST
1780,846,,ST
348,850,,ST
436,850,,ST
572,850,,ST
660,850,,ST
749,850,,ST
837,850,,ST
925,850,,ST
1013,850,,ST
1224,850,,ST
1313,850,,ST
1445,850,,ST
1533,850,,ST
1621,850,,ST
1749,850,,ST
1837,850,,ST
405,854,,ST
546,854,,ST
634,854,,ST
762,854,,ST
850,854,,ST
938,854,,ST
1026,854,,ST
1233,854,,ST
1321,854,,ST
1454,854,,ST
1542,854,,ST
1630,854,,ST
1758,854,,ST
326,859,,ST
414,859,,ST
555,859,,ST
643,859,,ST
775,859,,ST
863,859,,ST
951,859,,ST
1039,859,,ST
1242,859,,ST
1330,859,,ST
1462,859,,ST
1551,859,,ST
1639,859,,ST
1762,859,,ST
396,863,,ST
537,863,,ST
625,863,,ST
757,863,,ST
846,863,,ST
934,863,,ST
1022,863,,ST
1224,863,,ST
1313,863,,ST
1445,863,,ST
1533,863,,ST
1621,863,,ST
1731,863,,ST
1819,863,,ST
462,868,,ST
603,868,,ST
735,868,,ST
823,868,,ST
912,868,,ST
1000,868,,ST
1088,868,,ST
1286,868,,ST
1374,868,,ST
1506,868,,ST
1595,868,,ST
1683,868,,ST
1780,868,,ST
453,872,,ST
594,872,,ST
727,872,,ST
815,872,,ST
903,872,,ST
991,872,,ST
1079,872,,ST
1264,872,,ST
1352,872,,ST
1471,872,,ST
1559,872,,ST
1647,872,,ST
1736,872,,ST
1824,872,,ST
577,876,,ST
705,876,,ST
793,876,,ST
881,876,,ST
969,876,,ST
1057,876,,ST
1224,876,,ST
1313,876,,ST
1418,876,,ST
1506,876,,ST
1595,876,,ST
1683,876,,ST
1771,876,,ST
484,881,,ST
608,881,,ST
722,881,,ST
810,881,,ST
898,881,,ST
987,881,,ST
1075,881,,ST
1198,881,,ST
1286,881,,ST
1374,881,,ST
1462,881,,ST
1551,881,,ST
1639,881,,ST
1727,881,,ST
1815,881,,ST
546,885,,ST
634,885,,ST
735,885,,ST
823,885,,ST
912,885,,ST
1000,885,,ST
1088,885,,ST
1185,885,,ST
1273,885,,ST
1361,885,,ST
1449,885,,ST
1537,885,,ST
1625,885,,ST
1714,885,,ST
1802,885,,ST
515,890,,ST
603,890,,ST
691,890,,ST
779,890,,ST
868,890,,ST
956,890,,ST
1044,890,,ST
1132,890,,ST
1220,890,,ST
1308,890,,ST
1396,890,,ST
1524,890,,ST
1612,890,,ST
1700,890,,ST
1788,890,,ST
502,894,,ST
590,894,,ST
678,894,,ST
766,894,,ST
854,894,,ST
942,894,,ST
1031,894,,ST
1119,894,,ST
1207,894,,ST
1295,894,,ST
1383,894,,ST
1515,894,,ST
1603,894,,ST
1692,894,,ST
1780,894,,ST
502,898,,ST
590,898,,ST
678,898,,ST
766,898,,ST
854,898,,ST
942,898,,ST
1031,898,,ST
1119,898,,ST
1207,898,,ST
1295,898,,ST
1383,898,,ST
1515,898,,ST
1603,898,,ST
1692,898,,ST
1780,898,,ST
493,903,,ST
581,903,,ST
669,903,,ST
757,903,,ST
846,903,,ST
934,903,,ST
1022,903,,ST
1110,903,,ST
1198,903,,ST
1286,903,,ST
1374,903,,ST
1462,903,,ST
1595,903,,ST
1683,903,,ST
1771,903,,ST
1859,903,,ST
568,907,,ST
656,907,,ST
744,907,,ST
832,907,,ST
920,907,,ST
1009,907,,ST
1097,907,,ST
1185,907,,ST
1273,907,,ST
1361,907,,ST
1449,907,,ST
1581,907,,ST
1669,907,,ST
1758,907,,ST
1846,907,,ST
546,912,,ST
634,912,,ST
722,912,,ST
810,912,,ST
898,912,,ST
987,912,,ST
1075,912,,ST
1163,912,,ST
1251,912,,ST
1339,912,,ST
1427,912,,ST
1555,912,,ST
1643,912,,ST
1731,912,,ST
1819,912,,ST
524,916,,ST
612,916,,ST
700,916,,ST
788,916,,ST
876,916,,ST
964,916,,ST
1053,916,,ST
1141,916,,ST
1229,916,,ST
1317,916,,ST
1405,916,,ST
1528,916,,ST
1617,916,,ST
1705,916,,ST
1793,916,,ST
502,920,,ST
590,920,,ST
678,920,,ST
766,920,,ST
854,920,,ST
942,920,,ST
1031,920,,ST
1119,920,,ST
1207,920,,ST
1295,920,,ST
1383,920,,ST
1471,920,,ST
1581,920,,ST
1669,920,,ST
1758,920,,ST
1846,920,,ST
555,925,,ST
643,925,,ST
731,925,,ST
819,925,,ST
907,925,,ST
995,925,,ST
1083,925,,ST
1172,925,,ST
1260,925,,ST
1348,925,,ST
1436,925,,ST
1528,925,,ST
1617,925,,ST
1705,925,,ST
1793,925,,ST
502,929,,ST
590,929,,ST
678,929,,ST
766,929,,ST
854,929,,ST
942,929,,ST
1031,929,,ST
1119,929,,ST
1207,929,,ST
1295,929,,ST
1383,929,,ST
1471,929,,ST
1559,929,,ST
1647,929,,ST
1736,929,,ST
1824,929,,ST
528,934,,ST
616,934,,ST
705,934,,ST
793,934,,ST
881,934,,ST
969,934,,ST
1057,934,,ST
1145,934,,ST
1233,934,,ST
1321,934,,ST
1410,934,,ST
1498,934,,ST
1586,934,,ST
1674,934,,ST
1762,934,,ST
1850,934,,ST
590,938,,ST
678,938,,ST
766,938,,ST
854,938,,ST
942,938,,ST
1031,938,,ST
1119,938,,ST
1207,938,,ST
1295,938,,ST
1383,938,,ST
1471,938,,ST
1559,938,,ST
1647,938,,ST
1736,938,,ST
1824,938,,ST
568,942,,ST
656,942,,ST
744,942,,ST
832,942,,ST
951,942,,ST
1039,942,,ST
1128,942,,ST
1216,942,,ST
1304,942,,ST
1392,942,,ST
1480,942,,ST
1568,942,,ST
1656,942,,ST
1744,942,,ST
1833,942,,ST
577,947,,ST
665,947,,ST
753,947,,ST
841,947,,ST
969,947,,ST
1057,947,,ST
1145,947,,ST
1233,947,,ST
1321,947,,ST
1410,947,,ST
1498,947,,ST
1586,947,,ST
1674,947,,ST
1762,947,,ST
1850,947,,ST
594,951,,ST
682,951,,ST
771,951,,ST
859,951,,ST
995,951,,ST
1083,951,,ST
1172,951,,ST
1260,951,,ST
1348,951,,ST
1436,951,,ST
1524,951,,ST
1612,951,,ST
1700,951,,ST
1788,951,,ST
1877,951,,ST
621,956,,ST
709,956,,ST
797,956,,ST
885,956,,ST
1022,956,,ST
1110,956,,ST
1198,956,,ST
1286,956,,ST
1374,956,,ST
1462,956,,ST
1551,956,,ST
1639,956,,ST
1727,956,,ST
1815,956,,ST
559,960,,ST
647,960,,ST
735,960,,ST
823,960,,ST
960,960,,ST
1048,960,,ST
1136,960,,ST
1224,960,,ST
1313,960,,ST
1401,960,,ST
1489,960,,ST
1577,960,,ST
1665,960,,ST
1753,960,,ST
1841,960,,ST
568,964,,ST
656,964,,ST
744,964,,ST
832,964,,ST
969,964,,ST
1057,964,,ST
1145,964,,ST
1233,964,,ST
1352,964,,ST
1440,964,,ST
1528,964,,ST
1617,964,,ST
1705,964,,ST
1793,964,,ST
1881,964,,ST
572,969,,ST
660,969,,ST
749,969,,ST
837,969,,ST
969,969,,ST
1057,969,,ST
1145,969,,ST
1233,969,,ST
1361,969,,ST
1449,969,,ST
1537,969,,ST
1625,969,,ST
1714,969,,ST
1802,969,,ST
361,973,,ST
546,973,,ST
634,973,,ST
722,973,,ST
810,973,,ST
934,973,,ST
1022,973,,ST
1110,973,,ST
1198,973,,ST
1330,973,,ST
1418,973,,ST
1506,973,,ST
1625,973,,ST
1714,973,,ST
1833,973,,ST
400,978,,ST
559,978,,ST
647,978,,ST
735,978,,ST
823,978,,ST
934,978,,ST
1022,978,,ST
1110,978,,ST
1229,978,,ST
1361,978,,ST
1449,978,,ST
1537,978,,ST
1661,978,,ST
1749,978,,ST
356,982,,ST
480,982,,ST
568,982,,ST
656,982,,ST
744,982,,ST
832,982,,ST
925,982,,ST
1013,982,,ST
1101,982,,ST
1233,982,,ST
1365,982,,ST
1454,982,,ST
1542,982,,ST
1674,982,,ST
1762,982,,ST
374,987,,ST
471,987,,ST
559,987,,ST
647,987,,ST
735,987,,ST
823,987,,ST
912,987,,ST
1000,987,,ST
1088,987,,ST
1220,987,,ST
1352,987,,ST
1440,987,,ST
1528,987,,ST
1661,987,,ST
1749,987,,ST
365,991,,ST
453,991,,ST
541,991,,ST
660,991,,ST
749,991,,ST
837,991,,ST
925,991,,ST
1013,991,,ST
1101,991,,ST
1233,991,,ST
1361,991,,ST
1449,991,,ST
1537,991,,ST
1669,991,,ST
1758,991,,ST
378,995,,ST
467,995,,ST
555,995,,ST
678,995,,ST
766,995,,ST
854,995,,ST
942,995,,ST
1031,995,,ST
1119,995,,ST
1251,995,,ST
1370,995,,ST
1458,995,,ST
1546,995,,ST
1678,995,,ST
1766,995,,ST
387,1000,,ST
475,1000,,ST
564,1000,,ST
696,1000,,ST
784,1000,,ST
872,1000,,ST
1017,1000,,ST
1105,1000,,ST
1238,1000,,ST
1343,1000,,ST
1432,1000,,ST
1520,1000,,ST
1652,1000,,ST
1740,1000,,ST
365,1004,,ST
453,1004,,ST
541,1004,,ST
682,1004,,ST
771,1004,,ST
859,1004,,ST
1013,1004,,ST
1101,1004,,ST
1229,1004,,ST
1321,1004,,ST
1410,1004,,ST
1498,1004,,ST
1621,1004,,ST
1709,1004,,ST
1841,1004,,ST
423,1009,,ST
511,1009,,ST
599,1009,,ST
740,1009,,ST
828,1009,,ST
982,1009,,ST
1070,1009,,ST
1185,1009,,ST
1273,1009,,ST
1361,1009,,ST
1449,1009,,ST
1537,1009,,ST
1647,1009,,ST
1736,1009,,ST
356,1013,,ST
445,1013,,ST
533,1013,,ST
674,1013,,ST
762,1013,,ST
850,1013,,ST
1004,1013,,ST
1092,1013,,ST
1194,1013,,ST
1282,1013,,ST
1370,1013,,ST
1458,1013,,ST
1546,1013,,ST
1639,1013,,ST
1727,1013,,ST
1841,1013,,ST
427,1017,,ST
515,1017,,ST
603,1017,,ST
744,1017,,ST
832,1017,,ST
987,1017,,ST
1075,1017,,ST
1163,1017,,ST
1251,1017,,ST
1339,1017,,ST
1427,1017,,ST
1515,1017,,ST
1603,1017,,ST
1692,1017,,ST
1824,1017,,ST
414,1022,,ST
502,1022,,ST
590,1022,,ST
731,1022,,ST
819,1022,,ST
964,1022,,ST
1053,1022,,ST
1141,1022,,ST
1229,1022,,ST
1317,1022,,ST
1405,1022,,ST
1493,1022,,ST
1581,1022,,ST
1669,1022,,ST
378,1026,,ST
467,1026,,ST
555,1026,,ST
691,1026,,ST
779,1026,,ST
868,1026,,ST
1000,1026,,ST
1088,1026,,ST
1176,1026,,ST
1264,1026,,ST
1352,1026,,ST
1440,1026,,ST
1528,1026,,ST
1617,1026,,ST
1788,1026,,ST
436,1031,,ST
524,1031,,ST
612,1031,,ST
735,1031,,ST
823,1031,,ST
925,1031,,ST
1013,1031,,ST
1101,1031,,ST
1189,1031,,ST
1277,1031,,ST
1365,1031,,ST
1454,1031,,ST
1542,1031,,ST
1630,1031,,ST
378,1035,,ST
467,1035,,ST
555,1035,,ST
652,1035,,ST
740,1035,,ST
828,1035,,ST
916,1035,,ST
1004,1035,,ST
1092,1035,,ST
1180,1035,,ST
1269,1035,,ST
1357,1035,,ST
1445,1035,,ST
1533,1035,,ST
1621,1035,,ST
374,1039,,ST
462,1039,,ST
550,1039,,ST
638,1039,,ST
727,1039,,ST
815,1039,,ST
947,1039,,ST
1035,1039,,ST
1123,1039,,ST
1211,1039,,ST
1299,1039,,ST
1387,1039,,ST
1476,1039,,ST
1564,1039,,ST
1652,1039,,ST
409,1044,,ST
497,1044,,ST
586,1044,,ST
674,1044,,ST
762,1044,,ST
850,1044,,ST
987,1044,,ST
1075,1044,,ST
1163,1044,,ST
1251,1044,,ST
1339,1044,,ST
1427,1044,,ST
1515,1044,,ST
1603,1044,,ST
1780,1044,,ST
445,1048,,ST
533,1048,,ST
621,1048,,ST
709,1048,,ST
797,1048,,ST
885,1048,,ST
1022,1048,,ST
1110,1048,,ST
1198,1048,,ST
1286,1048,,ST
1374,1048,,ST
1462,1048,,ST
1551,1048,,ST
1639,1048,,ST
387,1053,,ST
475,1053,,ST
564,1053,,ST
652,1053,,ST
740,1053,,ST
828,1053,,ST
964,1053,,ST
1105,1053,,ST
1194,1053,,ST
1282,1053,,ST
1370,1053,,ST
1458,1053,,ST
1546,1053,,ST
1634,1053,,ST
1784,1053,,ST
449,1057,,ST
537,1057,,ST
625,1057,,ST
713,1057,,ST
801,1057,,ST
890,1057,,ST
1079,1057,,ST
1167,1057,,ST
1255,1057,,ST
1343,1057,,ST
1432,1057,,ST
1520,1057,,ST
1608,1057,,ST
1722,1057,,ST
396,1061,,ST
484,1061,,ST
572,1061,,ST
705,1061,,ST
793,1061,,ST
881,1061,,ST
1013,1061,,ST
1154,1061,,ST
1299,1061,,ST
1387,1061,,ST
1476,1061,,ST
1564,1061,,ST
1652,1061,,ST
1753,1061,,ST
414,1066,,ST
502,1066,,ST
590,1066,,ST
762,1066,,ST
850,1066,,ST
982,1066,,ST
1123,1066,,ST
1277,1066,,ST
1365,1066,,ST
1454,1066,,ST
1542,1066,,ST
1630,1066,,ST
1718,1066,,ST
1806,1066,,ST
471,1070,,ST
559,1070,,ST
731,1070,,ST
819,1070,,ST
907,1070,,ST
1079,1070,,ST
1167,1070,,ST
1343,1070,,ST
1432,1070,,ST
1520,1070,,ST
1608,1070,,ST
1696,1070,,ST
396,1075,,ST
484,1075,,ST
572,1075,,ST
744,1075,,ST
832,1075,,ST
934,1075,,ST
1066,1075,,ST
1154,1075,,ST
1335,1075,,ST
1423,1075,,ST
1511,1075,,ST
1599,1075,,ST
1687,1075,,ST
392,1079,,ST
480,1079,,ST
568,1079,,ST
740,1079,,ST
828,1079,,ST
916,1079,,ST
1004,1079,,ST
1123,1079,,ST
1361,1079,,ST
1449,1079,,ST
1537,1079,,ST
1625,1079,,ST
1714,1079,,ST
431,1083,,ST
519,1083,,ST
687,1083,,ST
775,1083,,ST
907,1083,,ST
995,1083,,ST
1088,1083,,ST
1330,1083,,ST
1418,1083,,ST
1506,1083,,ST
1595,1083,,ST
1683,1083,,ST
405,1088,,ST
493,1088,,ST
581,1088,,ST
740,1088,,ST
828,1088,,ST
960,1088,,ST
1048,1088,,ST
1136,1088,,ST
1383,1088,,ST
1471,1088,,ST
1559,1088,,ST
1647,1088,,ST
1775,1088,,ST
467,1092,,ST
555,1092,,ST
705,1092,,ST
793,1092,,ST
925,1092,,ST
1013,1092,,ST
1101,1092,,ST
1352,1092,,ST
1440,1092,,ST
1528,1092,,ST
1617,1092,,ST
1705,1092,,ST
440,1097,,ST
528,1097,,ST
665,1097,,ST
753,1097,,ST
885,1097,,ST
973,1097,,ST
1061,1097,,ST
1150,1097,,ST
1405,1097,,ST
1493,1097,,ST
1581,1097,,ST
1669,1097,,ST
405,1101,,ST
493,1101,,ST
581,1101,,ST
691,1101,,ST
779,1101,,ST
912,1101,,ST
1000,1101,,ST
1088,1101,,ST
1343,1101,,ST
1432,1101,,ST
1520,1101,,ST
1608,1101,,ST
1696,1101,,ST
436,1105,,ST
524,1105,,ST
612,1105,,ST
700,1105,,ST
788,1105,,ST
920,1105,,ST
1009,1105,,ST
1097,1105,,ST
1348,1105,,ST
1436,1105,,ST
1524,1105,,ST
1612,1105,,ST
1700,1105,,ST
440,1110,,ST
528,1110,,ST
616,1110,,ST
705,1110,,ST
793,1110,,ST
925,1110,,ST
1013,1110,,ST
1101,1110,,ST
1348,1110,,ST
1436,1110,,ST
1524,1110,,ST
1612,1110,,ST
1700,1110,,ST
440,1114,,ST
528,1114,,ST
616,1114,,ST
705,1114,,ST
793,1114,,ST
916,1114,,ST
1004,1114,,ST
1092,1114,,ST
1335,1114,,ST
1423,1114,,ST
1511,1114,,ST
1599,1114,,ST
1687,1114,,ST
414,1119,,ST
541,1119,,ST
630,1119,,ST
718,1119,,ST
806,1119,,ST
916,1119,,ST
1004,1119,,ST
1092,1119,,ST
1299,1119,,ST
1405,1119,,ST
1493,1119,,ST
1581,1119,,ST
1669,1119,,ST
1766,1119,,ST
519,1123,,ST
608,1123,,ST
696,1123,,ST
784,1123,,ST
881,1123,,ST
969,1123,,ST
1057,1123,,ST
1145,1123,,ST
1357,1123,,ST
1445,1123,,ST
1533,1123,,ST
1621,1123,,ST
1709,1123,,ST
423,1128,,ST
555,1128,,ST
643,1128,,ST
731,1128,,ST
850,1128,,ST
938,1128,,ST
1026,1128,,ST
1114,1128,,ST
1321,1128,,ST
1410,1128,,ST
1498,1128,,ST
1586,1128,,ST
1674,1128,,ST
1762,1128,,ST
537,1132,,ST
625,1132,,ST
713,1132,,ST
846,1132,,ST
934,1132,,ST
1022,1132,,ST
1141,1132,,ST
1343,1132,,ST
1432,1132,,ST
1520,1132,,ST
1608,1132,,ST
1696,1132,,ST
493,1136,,ST
581,1136,,ST
669,1136,,ST
757,1136,,ST
894,1136,,ST
982,1136,,ST
1114,1136,,ST
1317,1136,,ST
1405,1136,,ST
1493,1136,,ST
1581,1136,,ST
1669,1136,,ST
427,1141,,ST
559,1141,,ST
647,1141,,ST
735,1141,,ST
872,1141,,ST
960,1141,,ST
1048,1141,,ST
1277,1141,,ST
1365,1141,,ST
1454,1141,,ST
1542,1141,,ST
1630,1141,,ST
1718,1141,,ST
519,1145,,ST
608,1145,,ST
696,1145,,ST
784,1145,,ST
920,1145,,ST
1009,1145,,ST
1141,1145,,ST
1313,1145,,ST
1401,1145,,ST
1489,1145,,ST
1577,1145,,ST
1665,1145,,ST
431,1150,,ST
555,1150,,ST
643,1150,,ST
731,1150,,ST
868,1150,,ST
956,1150,,ST
1044,1150,,ST
1176,1150,,ST
1343,1150,,ST
1432,1150,,ST
1520,1150,,ST
1608,1150,,ST
1696,1150,,ST
489,1154,,ST
577,1154,,ST
665,1154,,ST
753,1154,,ST
885,1154,,ST
973,1154,,ST
1061,1154,,ST
1260,1154,,ST
1348,1154,,ST
1436,1154,,ST
1524,1154,,ST
1612,1154,,ST
1700,1154,,ST
489,1158,,ST
577,1158,,ST
665,1158,,ST
753,1158,,ST
876,1158,,ST
964,1158,,ST
1053,1158,,ST
1229,1158,,ST
1321,1158,,ST
1410,1158,,ST
1498,1158,,ST
1586,1158,,ST
1674,1158,,ST
462,1163,,ST
550,1163,,ST
638,1163,,ST
727,1163,,ST
837,1163,,ST
925,1163,,ST
1013,1163,,ST
1128,1163,,ST
1260,1163,,ST
1348,1163,,ST
1436,1163,,ST
1524,1163,,ST
1612,1163,,ST
1700,1163,,ST
506,1167,,ST
594,1167,,ST
682,1167,,ST
771,1167,,ST
868,1167,,ST
956,1167,,ST
1044,1167,,ST
1141,1167,,ST
1273,1167,,ST
1361,1167,,ST
1449,1167,,ST
1537,1167,,ST
1625,1167,,ST
1714,1167,,ST
559,1172,,ST
647,1172,,ST
735,1172,,ST
823,1172,,ST
912,1172,,ST
1000,1172,,ST
1088,1172,,ST
1176,1172,,ST
1308,1172,,ST
1396,1172,,ST
1484,1172,,ST
1573,1172,,ST
1661,1172,,ST
471,1176,,ST
